SIS;TOK;UIN;VOL;WET;KAT;XIN;Class;id
0.54;f;29.5;t;4;ccc;t;y;583
0.085;f;23.17;t;0;ddd;f;y;584
10.0;t;18.08;f;0;ccc;f;y;585
1.835;f;24.75;t;19;ccc;t;y;586
0.04;f;20.83;t;0;ccc;f;y;587
4.165;t;28.0;t;2;ddd;t;y;588
2.25;f;20.42;t;1;ddd;t;y;589
5.665;f;28.67;t;6;ddd;t;y;590
0.04;t;21.92;t;1;ddd;t;y;591
6.0;f;43.25;t;11;ddd;t;y;592
1.625;f;20.42;t;3;ddd;t;y;593
5.125;f;42.0;t;0;ddd;f;y;594
1.5;t;23.42;t;2;ccc;t;y;595
0.875;f;25.17;t;0;ccc;f;y;596
2.25;f;24.83;t;6;ddd;t;y;597
4.75;f;24.5;t;2;;t;y;598
1.5;t;37.5;f;0;ddd;f;y;599
1.5;t;36.75;f;0;ddd;f;y;600
1.5;t;28.25;t;8;ddd;t;y;601
5.5;t;32.75;t;3;ddd;t;y;602
1.0;f;17.83;t;11;ccc;t;y;603
2.29;t;22.83;t;7;ccc;t;y;604
1.75;t;13.75;t;2;ddd;t;y;605
0.125;t;41.0;t;23;ccc;t;y;606
2.125;t;23.08;t;11;ddd;t;y;607
1.71;f;20.17;t;0;ddd;f;y;608
2.29;t;50.08;t;3;ccc;t;y;609
4.25;t;27.0;t;3;ddd;t;y;610
2.5;f;38.17;t;6;ddd;t;y;611
0.375;t;27.0;t;0;ddd;f;y;612
7.0;f;41.17;t;8;ddd;t;y;613
0.0;t;65.17;t;11;ccc;t;y;614
0.0;f;37.58;f;0;ddd;f;y;615
2.375;t;23.25;t;3;ddd;t;y;616
0.29;f;21.83;t;6;ddd;t;y;617
1.75;t;26.0;t;0;ddd;f;y;618
1.335;t;31.67;t;8;ddd;t;y;619
8.5;t;49.83;t;0;ccc;f;y;620
6.5;f;47.42;t;6;ccc;t;y;621
0.0;f;51.33;t;11;ddd;t;y;622
0.75;f;18.92;t;2;ccc;t;y;623
0.835;f;28.42;t;0;ccc;f;y;624
1.25;t;56.75;t;4;ddd;t;y;625
10.0;f;58.42;t;13;ccc;t;y;626
16.0;f;48.33;t;0;ddd;f;y;627
0.75;t;33.17;t;7;ddd;t;y;628
2.585;f;22.42;t;7;ccc;t;y;629
0.085;f;18.83;t;0;ccc;f;y;630
0.25;f;48.58;t;11;ddd;t;y;631
1.25;f;26.75;t;0;ddd;f;y;632
17.5;t;64.08;t;9;ddd;t;y;633
1.665;t;20.17;t;3;ddd;t;y;634
1.21;t;25.67;t;67;ddd;t;y;635
1.335;f;22.67;t;0;ddd;f;y;636
7.0;f;31.33;t;16;ddd;t;y;637
28.5;f;56.42;t;40;ddd;t;y;638
1.5;t;24.75;t;12;ccc;t;y;639
1.25;f;24.08;t;1;ccc;t;y;640
11.0;t;28.33;t;0;ddd;f;y;641
5.0;f;26.92;t;2;ccc;t;y;642
5.75;t;27.67;t;0;ddd;f;y;643
0.085;t;38.67;t;0;ddd;f;y;644
1.085;f;32.17;t;16;ccc;t;y;645
5.5;t;32.67;t;12;ddd;t;y;646
12.5;f;48.75;t;9;ddd;t;y;647
2.25;t;21.0;t;1;ddd;t;y;648
15.5;f;48.17;t;12;ddd;t;y;649
10.0;t;39.33;t;14;ddd;t;y;650
0.25;t;25.08;t;0;ccc;f;y;651
0.25;t;23.25;t;0;ddd;f;y;652
2.0;f;30.67;t;1;ccc;t;y;653
0.0;t;19.17;f;0;ddd;f;y;654
1.0;f;20.08;f;1;;t;y;655
9.0;t;36.67;t;0;ddd;f;y;656
0.46;f;23.17;t;1;ddd;t;y;657
1.5;f;15.83;t;2;ccc;t;y;658
1.75;t;16.08;t;5;ddd;t;y;659
5.165;t;47.0;t;9;ccc;t;y;660
0.0;f;71.58;f;0;ccc;f;y;661
0.5;f;21.25;t;4;ccc;t;y;662
20.0;t;65.42;t;7;ddd;t;y;663
2.0;t;20.5;t;11;ddd;t;y;664
5.0;f;55.92;t;5;ddd;t;y;665
0.0;t;34.92;t;0;ddd;f;y;666
15.0;t;56.58;t;17;ddd;t;y;667
1.0;f;25.17;t;3;ddd;t;y;668
1.665;t;25.08;t;1;ddd;t;y;669
14.0;t;57.83;t;6;ddd;t;y;670
7.5;t;34.92;t;6;ddd;t;y;671
4.25;f;33.58;t;6;ddd;t;y;672
0.04;f;22.92;t;0;ccc;f;y;673
1.5;f;24.5;t;0;ccc;f;y;674
0.0;f;20.25;t;0;ddd;f;y;675
1.5;f;18.5;t;2;ddd;t;y;676
0.625;f;25.17;t;7;ddd;t;y;677
5.0;t;44.33;t;0;ddd;f;y;678
0.5;f;18.08;t;0;ddd;f;y;679
11.0;t;60.58;t;0;ccc;f;y;680
3.5;f;41.5;f;0;ddd;f;y;681
0.875;t;25.75;t;0;ccc;f;y;682
5.04;t;29.25;t;5;ddd;t;y;683
2.0;f;36.0;t;11;ccc;t;y;684
3.0;f;31.67;t;9;ddd;t;y;685
18.0;t;60.08;t;15;ddd;t;y;686
2.0;f;22.33;t;1;ddd;t;y;687
3.5;f;40.0;t;1;ddd;t;y;688
1.625;t;35.17;t;1;ddd;t;y;689
15.0;f;41.33;t;0;ddd;f;y;690
0.335;t;20.75;t;1;ccc;t;y;691
2.5;t;32.08;t;0;ddd;f;y;692
5.0;t;;t;3;ddd;t;y;693
1.875;f;23.92;t;6;ddd;t;y;694
3.17;f;23.25;t;10;ccc;t;y;695
0.415;t;46.67;t;11;ccc;t;y;696
3.5;f;25.0;t;6;ccc;t;y;697
0.25;f;25.5;t;3;ddd;t;y;698
2.71;f;18.75;t;5;ccc;t;y;699
8.5;t;23.5;t;5;ccc;t;y;700
4.5;t;34.17;t;12;ddd;t;y;701
3.75;t;27.83;t;5;ddd;t;y;702
5.0;t;36.75;t;0;ccc;f;y;703
2.75;f;47.25;t;1;ccc;t;y;704
0.375;f;33.67;f;0;ccc;f;y;705
14.0;t;45.0;t;1;ddd;t;y;706
6.5;t;33.17;t;0;ddd;f;y;707
1.04;t;25.0;t;0;ccc;f;y;708
1.0;t;26.67;t;5;ddd;t;y;709
0.125;t;48.5;t;0;ddd;f;y;710
0.04;t;37.42;t;0;ddd;f;y;711
0.21;f;18.0;f;0;ddd;f;y;712
0.0;f;56.5;t;15;ccc;t;y;713
1.46;t;25.75;t;5;ddd;t;y;714
0.415;t;22.58;t;5;ccc;t;y;715
2.04;t;33.17;t;1;ddd;t;y;716
0.04;t;32.0;t;0;ddd;f;y;717
1.75;f;40.83;t;0;ccc;f;y;718
0.125;t;59.67;t;0;ddd;f;y;719
3.165;t;42.5;t;0;ddd;f;y;720
0.0;f;28.08;t;0;ccc;f;y;721
0.125;t;37.75;t;0;ccc;f;y;722
8.665;f;53.92;t;5;ddd;t;y;723
15.0;f;47.67;t;20;ddd;t;y;724
0.835;f;23.25;t;0;ddd;f;y;725
2.585;f;22.67;t;0;ddd;f;y;726
14.415;t;54.58;t;11;ddd;t;y;727
7.415;t;34.25;t;0;ddd;f;y;728
2.0;t;27.58;t;3;ddd;t;y;729
0.0;f;46.0;t;0;ccc;f;y;730
4.0;f;60.92;t;4;ccc;t;y;731
13.875;t;47.42;t;2;ccc;t;y;732
4.25;t;37.33;t;12;ddd;t;y;733
0.0;f;25.58;f;0;ccc;f;y;734
1.585;f;20.42;t;1;ccc;t;y;735
7.375;t;44.17;t;3;ccc;t;y;736
5.375;t;34.75;t;9;ddd;t;y;737
2.5;f;20.5;t;0;ddd;f;y;738
2.25;t;22.67;f;0;ddd;f;y;739
2.165;t;22.08;f;0;ddd;f;y;740
4.58;f;42.83;t;0;ddd;f;y;741
1.0;t;18.92;t;4;ccc;t;y;742
0.165;f;20.67;t;3;ccc;t;y;743
0.04;f;32.33;t;0;ccc;f;y;744
5.335;f;28.92;t;11;ddd;t;y;745
5.5;f;52.83;t;14;ccc;t;y;746
2.085;f;20.67;t;5;ccc;t;y;747
2.5;f;36.25;t;6;ddd;t;y;748
1.0;f;20.33;t;4;ccc;t;y;749
0.25;f;25.75;t;0;ddd;f;y;750
0.585;f;28.17;t;4;ccc;t;y;751
0.165;f;23.92;f;0;ddd;f;y;752
8.0;t;56.0;t;0;ddd;f;y;753
0.71;t;20.75;t;2;ccc;t;y;754
4.0;t;30.5;t;7;ccc;t;y;755
5.0;t;45.83;t;7;ccc;t;y;756
3.5;t;39.0;t;10;ddd;t;y;757
0.665;f;22.08;t;0;ddd;f;y;758
4.75;f;28.25;t;2;ddd;t;y;759
3.0;f;18.83;t;0;ccc;f;y;760
2.5;t;28.67;t;5;ccc;t;y;761
2.46;f;22.5;f;0;ccc;f;y;762
6.5;f;;t;0;ddd;f;y;763
2.54;f;28.5;t;1;ccc;t;y;764
1.5;f;19.17;t;0;ddd;f;y;765
2.5;f;21.5;t;3;ccc;t;y;766
0.0;t;17.5;f;0;ddd;f;y;767
5.25;f;26.67;t;1;ddd;t;y;768
3.25;f;34.42;t;2;ddd;t;y;769
0.0;t;73.42;t;0;ddd;f;y;770
0.5;t;23.0;t;2;ccc;t;y;771
1.085;t;23.08;t;11;ddd;t;y;772
1.46;f;19.42;t;7;ddd;t;y;773
0.835;t;23.33;t;0;ddd;f;y;774
12.75;t;42.17;t;0;ddd;f;y;775
1.5;f;21.25;f;0;ddd;f;y;776
0.085;t;34.17;f;0;ddd;f;y;777
7.875;t;47.75;t;6;ccc;t;y;778
2.5;f;44.33;t;0;ccc;f;y;779
6.5;f;39.5;t;16;ddd;t;y;780
0.5;t;41.17;t;3;ccc;t;y;781
4.335;f;29.92;t;0;ddd;f;y;782
0.0;f;23.17;f;0;ddd;f;y;783
4.5;f;35.17;t;7;ddd;t;y;784
0.75;f;19.17;t;7;ccc;t;y;785
6.29;f;52.5;t;15;ddd;t;y;786
0.04;f;39.92;t;1;ddd;t;y;787
3.0;t;21.33;t;0;ddd;f;y;788
0.75;f;35.75;t;4;ccc;t;y;789
13.0;t;67.75;t;1;ddd;t;y;790
5.25;t;32.67;t;0;ddd;f;y;791
7.585;t;49.5;t;15;ddd;t;y;792
1.085;t;21.0;t;8;ddd;t;y;793
0.96;t;28.25;t;3;ddd;t;y;794
1.54;t;34.17;t;1;ddd;t;y;795
6.04;f;31.92;t;3;ddd;t;y;796
0.54;f;29.5;t;4;ccc;t;y;797
0.085;f;23.17;t;0;ddd;f;y;798
10.0;t;18.08;f;0;ccc;f;y;799
1.835;f;24.75;t;19;ccc;t;y;800
0.04;f;20.83;t;0;ccc;f;y;801
4.165;t;28.0;t;2;ddd;t;y;802
2.25;f;20.42;t;1;ddd;t;y;803
5.665;f;28.67;t;6;ddd;t;y;804
0.04;t;21.92;t;1;ddd;t;y;805
6.0;f;43.25;t;11;ddd;t;y;806
1.625;f;20.42;t;3;ddd;t;y;807
5.125;f;42.0;t;0;ddd;f;y;808
1.5;t;23.42;t;2;ccc;t;y;809
0.875;f;25.17;t;0;ccc;f;y;810
2.25;f;24.83;t;6;ddd;t;y;811
4.75;f;24.5;t;2;;t;y;812
1.5;t;37.5;f;0;ddd;f;y;813
1.5;t;36.75;f;0;ddd;f;y;814
1.5;t;28.25;t;8;ddd;t;y;815
5.5;t;32.75;t;3;ddd;t;y;816
1.0;f;17.83;t;11;ccc;t;y;817
2.29;t;22.83;t;7;ccc;t;y;818
1.75;t;13.75;t;2;ddd;t;y;819
0.125;t;41.0;t;23;ccc;t;y;820
2.125;t;23.08;t;11;ddd;t;y;821
1.71;f;20.17;t;0;ddd;f;y;822
2.29;t;50.08;t;3;ccc;t;y;823
4.25;t;27.0;t;3;ddd;t;y;824
2.5;f;38.17;t;6;ddd;t;y;825
0.375;t;27.0;t;0;ddd;f;y;826
7.0;f;41.17;t;8;ddd;t;y;827
0.0;t;65.17;t;11;ccc;t;y;828
0.0;f;37.58;f;0;ddd;f;y;829
2.375;t;23.25;t;3;ddd;t;y;830
0.29;f;21.83;t;6;ddd;t;y;831
1.75;t;26.0;t;0;ddd;f;y;832
1.335;t;31.67;t;8;ddd;t;y;833
8.5;t;49.83;t;0;ccc;f;y;834
6.5;f;47.42;t;6;ccc;t;y;835
0.0;f;51.33;t;11;ddd;t;y;836
0.75;f;18.92;t;2;ccc;t;y;837
0.835;f;28.42;t;0;ccc;f;y;838
1.25;t;56.75;t;4;ddd;t;y;839
10.0;f;58.42;t;13;ccc;t;y;840
16.0;f;48.33;t;0;ddd;f;y;841
0.75;t;33.17;t;7;ddd;t;y;842
2.585;f;22.42;t;7;ccc;t;y;843
0.085;f;18.83;t;0;ccc;f;y;844
0.25;f;48.58;t;11;ddd;t;y;845
1.25;f;26.75;t;0;ddd;f;y;846
17.5;t;64.08;t;9;ddd;t;y;847
1.665;t;20.17;t;3;ddd;t;y;848
1.21;t;25.67;t;67;ddd;t;y;849
1.335;f;22.67;t;0;ddd;f;y;850
7.0;f;31.33;t;16;ddd;t;y;851
28.5;f;56.42;t;40;ddd;t;y;852
1.5;t;24.75;t;12;ccc;t;y;853
1.25;f;24.08;t;1;ccc;t;y;854
11.0;t;28.33;t;0;ddd;f;y;855
5.0;f;26.92;t;2;ccc;t;y;856
5.75;t;27.67;t;0;ddd;f;y;857
0.085;t;38.67;t;0;ddd;f;y;858
1.085;f;32.17;t;16;ccc;t;y;859
5.5;t;32.67;t;12;ddd;t;y;860
12.5;f;48.75;t;9;ddd;t;y;861
2.25;t;21.0;t;1;ddd;t;y;862
15.5;f;48.17;t;12;ddd;t;y;863
10.0;t;39.33;t;14;ddd;t;y;864
0.25;t;25.08;t;0;ccc;f;y;865
0.25;t;23.25;t;0;ddd;f;y;866
2.0;f;30.67;t;1;ccc;t;y;867
0.0;t;19.17;f;0;ddd;f;y;868
1.0;f;20.08;f;1;;t;y;869
9.0;t;36.67;t;0;ddd;f;y;870
0.46;f;23.17;t;1;ddd;t;y;871
1.5;f;15.83;t;2;ccc;t;y;872
1.75;t;16.08;t;5;ddd;t;y;873
5.165;t;47.0;t;9;ccc;t;y;874
0.0;f;71.58;f;0;ccc;f;y;875
0.5;f;21.25;t;4;ccc;t;y;876
20.0;t;65.42;t;7;ddd;t;y;877
2.0;t;20.5;t;11;ddd;t;y;878
5.0;f;55.92;t;5;ddd;t;y;879
0.0;t;34.92;t;0;ddd;f;y;880
15.0;t;56.58;t;17;ddd;t;y;881
1.0;f;25.17;t;3;ddd;t;y;882
1.665;t;25.08;t;1;ddd;t;y;883
14.0;t;57.83;t;6;ddd;t;y;884
7.5;t;34.92;t;6;ddd;t;y;885
4.25;f;33.58;t;6;ddd;t;y;886
0.04;f;22.92;t;0;ccc;f;y;887
1.5;f;24.5;t;0;ccc;f;y;888
0.0;f;20.25;t;0;ddd;f;y;889
1.5;f;18.5;t;2;ddd;t;y;890
0.625;f;25.17;t;7;ddd;t;y;891
5.0;t;44.33;t;0;ddd;f;y;892
0.5;f;18.08;t;0;ddd;f;y;893
11.0;t;60.58;t;0;ccc;f;y;894
3.5;f;41.5;f;0;ddd;f;y;895
0.875;t;25.75;t;0;ccc;f;y;896
5.04;t;29.25;t;5;ddd;t;y;897
2.0;f;36.0;t;11;ccc;t;y;898
3.0;f;31.67;t;9;ddd;t;y;899
18.0;t;60.08;t;15;ddd;t;y;900
2.0;f;22.33;t;1;ddd;t;y;901
3.5;f;40.0;t;1;ddd;t;y;902
1.625;t;35.17;t;1;ddd;t;y;903
15.0;f;41.33;t;0;ddd;f;y;904
0.335;t;20.75;t;1;ccc;t;y;905
2.5;t;32.08;t;0;ddd;f;y;906
5.0;t;;t;3;ddd;t;y;907
1.875;f;23.92;t;6;ddd;t;y;908
3.17;f;23.25;t;10;ccc;t;y;909
0.415;t;46.67;t;11;ccc;t;y;910
3.5;f;25.0;t;6;ccc;t;y;911
0.25;f;25.5;t;3;ddd;t;y;912
2.71;f;18.75;t;5;ccc;t;y;913
8.5;t;23.5;t;5;ccc;t;y;914
4.5;t;34.17;t;12;ddd;t;y;915
3.75;t;27.83;t;5;ddd;t;y;916
5.0;t;36.75;t;0;ccc;f;y;917
2.75;f;47.25;t;1;ccc;t;y;918
0.375;f;33.67;f;0;ccc;f;y;919
14.0;t;45.0;t;1;ddd;t;y;920
6.5;t;33.17;t;0;ddd;f;y;921
1.04;t;25.0;t;0;ccc;f;y;922
1.0;t;26.67;t;5;ddd;t;y;923
0.125;t;48.5;t;0;ddd;f;y;924
0.04;t;37.42;t;0;ddd;f;y;925
0.21;f;18.0;f;0;ddd;f;y;926
0.0;f;56.5;t;15;ccc;t;y;927
1.46;t;25.75;t;5;ddd;t;y;928
0.415;t;22.58;t;5;ccc;t;y;929
2.04;t;33.17;t;1;ddd;t;y;930
0.04;t;32.0;t;0;ddd;f;y;931
1.75;f;40.83;t;0;ccc;f;y;932
0.125;t;59.67;t;0;ddd;f;y;933
3.165;t;42.5;t;0;ddd;f;y;934
0.0;f;28.08;t;0;ccc;f;y;935
0.125;t;37.75;t;0;ccc;f;y;936
8.665;f;53.92;t;5;ddd;t;y;937
15.0;f;47.67;t;20;ddd;t;y;938
0.835;f;23.25;t;0;ddd;f;y;939
2.585;f;22.67;t;0;ddd;f;y;940
14.415;t;54.58;t;11;ddd;t;y;941
7.415;t;34.25;t;0;ddd;f;y;942
2.0;t;27.58;t;3;ddd;t;y;943
0.0;f;46.0;t;0;ccc;f;y;944
4.0;f;60.92;t;4;ccc;t;y;945
13.875;t;47.42;t;2;ccc;t;y;946
4.25;t;37.33;t;12;ddd;t;y;947
0.0;f;25.58;f;0;ccc;f;y;948
1.585;f;20.42;t;1;ccc;t;y;949
7.375;t;44.17;t;3;ccc;t;y;950
5.375;t;34.75;t;9;ddd;t;y;951
2.5;f;20.5;t;0;ddd;f;y;952
2.25;t;22.67;f;0;ddd;f;y;953
2.165;t;22.08;f;0;ddd;f;y;954
4.58;f;42.83;t;0;ddd;f;y;955
1.0;t;18.92;t;4;ccc;t;y;956
0.165;f;20.67;t;3;ccc;t;y;957
0.04;f;32.33;t;0;ccc;f;y;958
5.335;f;28.92;t;11;ddd;t;y;959
5.5;f;52.83;t;14;ccc;t;y;960
2.085;f;20.67;t;5;ccc;t;y;961
2.5;f;36.25;t;6;ddd;t;y;962
1.0;f;20.33;t;4;ccc;t;y;963
0.25;f;25.75;t;0;ddd;f;y;964
0.585;f;28.17;t;4;ccc;t;y;965
0.165;f;23.92;f;0;ddd;f;y;966
8.0;t;56.0;t;0;ddd;f;y;967
0.71;t;20.75;t;2;ccc;t;y;968
4.0;t;30.5;t;7;ccc;t;y;969
5.0;t;45.83;t;7;ccc;t;y;970
3.5;t;39.0;t;10;ddd;t;y;971
0.665;f;22.08;t;0;ddd;f;y;972
4.75;f;28.25;t;2;ddd;t;y;973
3.0;f;18.83;t;0;ccc;f;y;974
2.5;t;28.67;t;5;ccc;t;y;975
2.46;f;22.5;f;0;ccc;f;y;976
6.5;f;;t;0;ddd;f;y;977
2.54;f;28.5;t;1;ccc;t;y;978
1.5;f;19.17;t;0;ddd;f;y;979
2.5;f;21.5;t;3;ccc;t;y;980
0.0;t;17.5;f;0;ddd;f;y;981
5.25;f;26.67;t;1;ddd;t;y;982
3.25;f;34.42;t;2;ddd;t;y;983
0.0;t;73.42;t;0;ddd;f;y;984
0.5;t;23.0;t;2;ccc;t;y;985
1.085;t;23.08;t;11;ddd;t;y;986
1.46;f;19.42;t;7;ddd;t;y;987
0.835;t;23.33;t;0;ddd;f;y;988
12.75;t;42.17;t;0;ddd;f;y;989
1.5;f;21.25;f;0;ddd;f;y;990
0.085;t;34.17;f;0;ddd;f;y;991
7.875;t;47.75;t;6;ccc;t;y;992
2.5;f;44.33;t;0;ccc;f;y;993
6.5;f;39.5;t;16;ddd;t;y;994
0.5;t;41.17;t;3;ccc;t;y;995
4.335;f;29.92;t;0;ddd;f;y;996
0.0;f;23.17;f;0;ddd;f;y;997
4.5;f;35.17;t;7;ddd;t;y;998
0.75;f;19.17;t;7;ccc;t;y;999
6.29;f;52.5;t;15;ddd;t;y;1000
0.04;f;39.92;t;1;ddd;t;y;1001
3.0;t;21.33;t;0;ddd;f;y;1002
0.75;f;35.75;t;4;ccc;t;y;1003
13.0;t;67.75;t;1;ddd;t;y;1004
5.25;t;32.67;t;0;ddd;f;y;1005
7.585;t;49.5;t;15;ddd;t;y;1006
1.085;t;21.0;t;8;ddd;t;y;1007
0.96;t;28.25;t;3;ddd;t;y;1008
1.54;t;34.17;t;1;ddd;t;y;1009
6.04;f;31.92;t;3;ddd;t;y;1010
0.54;f;29.5;t;4;ccc;t;y;1011
0.085;f;23.17;t;0;ddd;f;y;1012
10.0;t;18.08;f;0;ccc;f;y;1013
1.835;f;24.75;t;19;ccc;t;y;1014
0.04;f;20.83;t;0;ccc;f;y;1015
4.165;t;28.0;t;2;ddd;t;y;1016
2.25;f;20.42;t;1;ddd;t;y;1017
5.665;f;28.67;t;6;ddd;t;y;1018
0.04;t;21.92;t;1;ddd;t;y;1019
6.0;f;43.25;t;11;ddd;t;y;1020
1.625;f;20.42;t;3;ddd;t;y;1021
5.125;f;42.0;t;0;ddd;f;y;1022
1.5;t;23.42;t;2;ccc;t;y;1023
0.875;f;25.17;t;0;ccc;f;y;1024
2.25;f;24.83;t;6;ddd;t;y;1025
4.75;f;24.5;t;2;;t;y;1026
1.5;t;37.5;f;0;ddd;f;y;1027
1.5;t;36.75;f;0;ddd;f;y;1028
1.5;t;28.25;t;8;ddd;t;y;1029
5.5;t;32.75;t;3;ddd;t;y;1030
1.0;f;17.83;t;11;ccc;t;y;1031
2.29;t;22.83;t;7;ccc;t;y;1032
1.75;t;13.75;t;2;ddd;t;y;1033
0.125;t;41.0;t;23;ccc;t;y;1034
2.125;t;23.08;t;11;ddd;t;y;1035
1.71;f;20.17;t;0;ddd;f;y;1036
2.29;t;50.08;t;3;ccc;t;y;1037
4.25;t;27.0;t;3;ddd;t;y;1038
2.5;f;38.17;t;6;ddd;t;y;1039
0.375;t;27.0;t;0;ddd;f;y;1040
7.0;f;41.17;t;8;ddd;t;y;1041
0.0;t;65.17;t;11;ccc;t;y;1042
0.0;f;37.58;f;0;ddd;f;y;1043
2.375;t;23.25;t;3;ddd;t;y;1044
0.29;f;21.83;t;6;ddd;t;y;1045
1.75;t;26.0;t;0;ddd;f;y;1046
1.335;t;31.67;t;8;ddd;t;y;1047
8.5;t;49.83;t;0;ccc;f;y;1048
6.5;f;47.42;t;6;ccc;t;y;1049
0.0;f;51.33;t;11;ddd;t;y;1050
0.75;f;18.92;t;2;ccc;t;y;1051
0.835;f;28.42;t;0;ccc;f;y;1052
1.25;t;56.75;t;4;ddd;t;y;1053
10.0;f;58.42;t;13;ccc;t;y;1054
16.0;f;48.33;t;0;ddd;f;y;1055
0.75;t;33.17;t;7;ddd;t;y;1056
2.585;f;22.42;t;7;ccc;t;y;1057
0.085;f;18.83;t;0;ccc;f;y;1058
0.25;f;48.58;t;11;ddd;t;y;1059
1.25;f;26.75;t;0;ddd;f;y;1060
17.5;t;64.08;t;9;ddd;t;y;1061
1.665;t;20.17;t;3;ddd;t;y;1062
1.21;t;25.67;t;67;ddd;t;y;1063
1.335;f;22.67;t;0;ddd;f;y;1064
7.0;f;31.33;t;16;ddd;t;y;1065
28.5;f;56.42;t;40;ddd;t;y;1066
1.5;t;24.75;t;12;ccc;t;y;1067
1.25;f;24.08;t;1;ccc;t;y;1068
11.0;t;28.33;t;0;ddd;f;y;1069
5.0;f;26.92;t;2;ccc;t;y;1070
5.75;t;27.67;t;0;ddd;f;y;1071
0.085;t;38.67;t;0;ddd;f;y;1072
1.085;f;32.17;t;16;ccc;t;y;1073
5.5;t;32.67;t;12;ddd;t;y;1074
12.5;f;48.75;t;9;ddd;t;y;1075
2.25;t;21.0;t;1;ddd;t;y;1076
15.5;f;48.17;t;12;ddd;t;y;1077
10.0;t;39.33;t;14;ddd;t;y;1078
0.25;t;25.08;t;0;ccc;f;y;1079
0.25;t;23.25;t;0;ddd;f;y;1080
2.0;f;30.67;t;1;ccc;t;y;1081
0.0;t;19.17;f;0;ddd;f;y;1082
1.0;f;20.08;f;1;;t;y;1083
9.0;t;36.67;t;0;ddd;f;y;1084
0.46;f;23.17;t;1;ddd;t;y;1085
1.5;f;15.83;t;2;ccc;t;y;1086
1.75;t;16.08;t;5;ddd;t;y;1087
5.165;t;47.0;t;9;ccc;t;y;1088
0.0;f;71.58;f;0;ccc;f;y;1089
0.5;f;21.25;t;4;ccc;t;y;1090
20.0;t;65.42;t;7;ddd;t;y;1091
2.0;t;20.5;t;11;ddd;t;y;1092
5.0;f;55.92;t;5;ddd;t;y;1093
0.0;t;34.92;t;0;ddd;f;y;1094
15.0;t;56.58;t;17;ddd;t;y;1095
1.0;f;25.17;t;3;ddd;t;y;1096
1.665;t;25.08;t;1;ddd;t;y;1097
14.0;t;57.83;t;6;ddd;t;y;1098
7.5;t;34.92;t;6;ddd;t;y;1099
4.25;f;33.58;t;6;ddd;t;y;1100
0.04;f;22.92;t;0;ccc;f;y;1101
1.5;f;24.5;t;0;ccc;f;y;1102
0.0;f;20.25;t;0;ddd;f;y;1103
1.5;f;18.5;t;2;ddd;t;y;1104
0.625;f;25.17;t;7;ddd;t;y;1105
5.0;t;44.33;t;0;ddd;f;y;1106
0.5;f;18.08;t;0;ddd;f;y;1107
11.0;t;60.58;t;0;ccc;f;y;1108
3.5;f;41.5;f;0;ddd;f;y;1109
0.875;t;25.75;t;0;ccc;f;y;1110
5.04;t;29.25;t;5;ddd;t;y;1111
2.0;f;36.0;t;11;ccc;t;y;1112
3.0;f;31.67;t;9;ddd;t;y;1113
18.0;t;60.08;t;15;ddd;t;y;1114
2.0;f;22.33;t;1;ddd;t;y;1115
3.5;f;40.0;t;1;ddd;t;y;1116
1.625;t;35.17;t;1;ddd;t;y;1117
15.0;f;41.33;t;0;ddd;f;y;1118
0.335;t;20.75;t;1;ccc;t;y;1119
2.5;t;32.08;t;0;ddd;f;y;1120
5.0;t;;t;3;ddd;t;y;1121
1.875;f;23.92;t;6;ddd;t;y;1122
3.17;f;23.25;t;10;ccc;t;y;1123
0.415;t;46.67;t;11;ccc;t;y;1124
3.5;f;25.0;t;6;ccc;t;y;1125
0.25;f;25.5;t;3;ddd;t;y;1126
2.71;f;18.75;t;5;ccc;t;y;1127
8.5;t;23.5;t;5;ccc;t;y;1128
4.5;t;34.17;t;12;ddd;t;y;1129
3.75;t;27.83;t;5;ddd;t;y;1130
5.0;t;36.75;t;0;ccc;f;y;1131
2.75;f;47.25;t;1;ccc;t;y;1132
0.375;f;33.67;f;0;ccc;f;y;1133
14.0;t;45.0;t;1;ddd;t;y;1134
6.5;t;33.17;t;0;ddd;f;y;1135
1.04;t;25.0;t;0;ccc;f;y;1136
1.0;t;26.67;t;5;ddd;t;y;1137
0.125;t;48.5;t;0;ddd;f;y;1138
0.04;t;37.42;t;0;ddd;f;y;1139
0.21;f;18.0;f;0;ddd;f;y;1140
0.0;f;56.5;t;15;ccc;t;y;1141
1.46;t;25.75;t;5;ddd;t;y;1142
0.415;t;22.58;t;5;ccc;t;y;1143
2.04;t;33.17;t;1;ddd;t;y;1144
0.04;t;32.0;t;0;ddd;f;y;1145
1.75;f;40.83;t;0;ccc;f;y;1146
0.125;t;59.67;t;0;ddd;f;y;1147
3.165;t;42.5;t;0;ddd;f;y;1148
0.0;f;28.08;t;0;ccc;f;y;1149
0.125;t;37.75;t;0;ccc;f;y;1150
8.665;f;53.92;t;5;ddd;t;y;1151
15.0;f;47.67;t;20;ddd;t;y;1152
0.835;f;23.25;t;0;ddd;f;y;1153
2.585;f;22.67;t;0;ddd;f;y;1154
14.415;t;54.58;t;11;ddd;t;y;1155
7.415;t;34.25;t;0;ddd;f;y;1156
2.0;t;27.58;t;3;ddd;t;y;1157
0.0;f;46.0;t;0;ccc;f;y;1158
