BIB;COD;ERG;FAN;GJAH;LUK;MYR;NUS;PKD;RAS;id
163;iii;www;0.0;iii;367.0;eee;0.0;ff;;962
91;iii;www;50.0;iii;1465.0;eee;500000.0;jjj;;963
171;iii;www;349.0;iii;23.0;eee;3490000.0;ff;f;964
154;iii;www;80.0;iii;0.0;sss;800000.0;xxx;t;965
166;iii;www;100.0;iii;0.0;eee;1000000.0;xxx;;966
114;iii;www;24.0;iii;2028.0;mmm;240000.0;jjj;;967
95;iii;www;49.0;iii;0.0;sss;490000.0;xxx;t;968
68;iii;www;0.0;iii;3065.0;eee;0.0;ff;t;969
98;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;970
163;iii;www;0.0;iii;0.0;ee;0.0;xxx;t;971
101;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;972
57;iii;www;420.0;iii;7.0;zzz;4200000.0;xxx;;973
47;iii;aaa;240.0;rrr;0.0;eee;2400000.0;jjj;f;974
2;iii;www;300.0;iii;1430.0;eee;3000000.0;xxx;;975
79;iii;aaa;164.0;rrr;0.0;zzz;1640000.0;xxx;f;976
98;iii;www;0.0;iii;0.0;zzz;0.0;xxx;f;977
34;iii;aaa;70.0;rrr;0.0;zzz;700000.0;jjj;;978
86;iii;www;120.0;iii;2206.0;yyy;1200000.0;xxx;;979
168;iii;www;80.0;iii;918.0;ee;800000.0;xxx;t;980
139;rrr;nnn;450.0;ii;100000.0;hh;4500000.0;qqq;f;981
30;iii;aaa;211.0;rrr;0.0;ee;2110000.0;xxx;;982
46;iii;www;274.0;iii;610.0;kkk;2740000.0;ff;t;983
132;iii;www;0.0;iii;0.0;hh;0.0;hh;f;984
109;iii;www;300.0;iii;551.0;zzz;3000000.0;jjj;;985
27;iii;www;60.0;iii;2184.0;eee;600000.0;xxx;;986
68;iii;www;80.0;iii;2954.0;yyy;800000.0;jjj;t;987
108;iii;aaa;160.0;rrr;300.0;yyy;1600000.0;xxx;;988
55;iii;www;92.0;iii;0.0;sss;920000.0;jjj;;989
12;iii;www;150.0;iii;8.0;yyy;1500000.0;xxx;;990
58;iii;www;290.0;iii;6.0;yyy;2900000.0;xxx;;991
177;iii;www;0.0;iii;1260.0;eee;0.0;xxx;t;992
1;iii;www;0.0;iii;0.0;eee;0.0;xxx;;993
46;iii;www;117.0;iii;1210.0;eee;1170000.0;ff;t;994
68;iii;www;145.0;iii;0.0;sss;1450000.0;xxx;;995
18;iii;www;260.0;iii;200.0;eee;2600000.0;jjj;f;996
1;rrr;;;;0.0;;;;f;997
27;iii;www;150.0;iii;1270.0;mmm;1500000.0;xxx;t;998
81;iii;www;96.0;iii;0.0;ee;960000.0;jjj;;999
68;iii;www;0.0;iii;11202.0;mmm;0.0;xxx;t;1000
67;iii;www;200.0;iii;300.0;sss;2000000.0;xxx;t;1001
98;iii;www;0.0;iii;0.0;eee;0.0;xxx;;1002
178;iii;www;0.0;iii;1583.0;ee;0.0;xxx;t;1003
60;iii;www;0.0;iii;0.0;ggg;0.0;bbb;t;1004
179;iii;aaa;154.0;rrr;0.0;yyy;1540000.0;jjj;f;1005
75;iii;www;0.0;iii;5000.0;kkk;0.0;ff;t;1006
155;iii;aaa;160.0;rrr;1.0;fff;1600000.0;xxx;t;1007
176;iii;www;396.0;iii;0.0;ooo;3960000.0;xxx;t;1008
13;iii;www;520.0;iii;50000.0;ee;5200000.0;xxx;;1009
48;iii;www;311.0;iii;300.0;ee;3110000.0;jjj;;1010
157;iii;www;380.0;iii;500.0;mmm;3800000.0;xxx;;1011
1;iii;www;0.0;iii;0.0;ee;0.0;xxx;f;1012
154;uuu;nnn;300.0;ii;0.0;ee;3000000.0;hh;f;1013
155;iii;www;0.0;iii;500.0;sss;0.0;jjj;;1014
155;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;f;1015
152;iii;www;181.0;iii;0.0;mmm;1810000.0;jjj;;1016
18;iii;www;100.0;iii;150.0;eee;1000000.0;xxx;;1017
84;iii;www;381.0;iii;168.0;sss;3810000.0;jjj;t;1018
160;iii;aaa;840.0;rrr;59.0;zzz;8400000.0;xxx;t;1019
155;iii;www;80.0;iii;0.0;sss;800000.0;jjj;;1020
173;iii;www;200.0;iii;1391.0;eee;2000000.0;xxx;;1021
148;iii;www;400.0;iii;0.0;kkk;4000000.0;jjj;;1022
172;iii;aaa;80.0;rrr;400.0;sss;800000.0;xxx;;1023
33;iii;www;360.0;iii;0.0;zzz;3600000.0;jjj;;1024
31;iii;www;;iii;600.0;eee;;xxx;;1025
116;iii;www;73.0;iii;444.0;eee;730000.0;ff;;1026
5;iii;aaa;431.0;rrr;0.0;fff;4310000.0;xxx;;1027
144;iii;aaa;232.0;rrr;113.0;eee;2320000.0;xxx;f;1028
55;iii;aaa;144.0;rrr;7.0;eee;1440000.0;ff;t;1029
12;iii;www;0.0;iii;0.0;ee;0.0;jjj;t;1030
101;iii;www;0.0;iii;3000.0;zzz;0.0;jjj;;1031
24;iii;www;140.0;iii;2384.0;sss;1400000.0;jjj;t;1032
158;iii;aaa;120.0;rrr;1000.0;yyy;1200000.0;xxx;;1033
19;iii;aaa;455.0;rrr;1236.0;sss;4550000.0;jjj;;1034
106;iii;www;290.0;iii;284.0;yyy;2900000.0;jjj;;1035
61;uuu;www;120.0;iii;0.0;yyy;1200000.0;xxx;;1036
115;iii;www;156.0;iii;0.0;ee;1560000.0;xxx;;1037
171;iii;www;312.0;iii;150.0;eee;3120000.0;jjj;t;1038
93;iii;www;520.0;iii;196.0;zzz;5200000.0;xxx;t;1039
12;iii;aaa;260.0;rrr;1065.0;yyy;2600000.0;xxx;;1040
43;iii;www;320.0;iii;0.0;ee;3200000.0;jjj;t;1041
123;iii;www;0.0;iii;1400.0;hh;0.0;hh;;1042
1;rrr;;;;0.0;;;;;1043
12;iii;www;0.0;iii;582.0;sss;0.0;xxx;;1044
101;iii;www;121.0;iii;0.0;zzz;1210000.0;xxx;;1045
147;iii;www;280.0;iii;0.0;sss;2800000.0;xxx;;1046
175;iii;www;303.0;iii;3290.0;zzz;3030000.0;xxx;t;1047
120;iii;www;0.0;iii;0.0;mmm;0.0;jjj;;1048
177;iii;www;375.0;iii;51100.0;ggg;3750000.0;ff;t;1049
91;iii;www;0.0;iii;1249.0;kkk;0.0;ff;;1050
179;iii;www;88.0;iii;591.0;ee;880000.0;xxx;;1051
40;uuu;www;280.0;iii;0.0;yyy;2800000.0;xxx;f;1052
112;iii;www;200.0;iii;0.0;ooo;2000000.0;xxx;;1053
138;iii;www;0.0;iii;6700.0;kkk;0.0;ff;;1054
110;uuu;www;110.0;iii;0.0;ooo;1100000.0;xxx;f;1055
147;iii;www;340.0;iii;4071.0;zzz;3400000.0;xxx;;1056
62;iii;www;129.0;iii;3257.0;sss;1290000.0;xxx;t;1057
87;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;1058
148;iii;aaa;380.0;rrr;2732.0;mmm;3800000.0;xxx;;1059
5;iii;www;0.0;iii;5298.0;zzz;0.0;jjj;f;1060
137;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;t;1061
83;iii;www;40.0;iii;28.0;eee;400000.0;xxx;;1062
114;iii;www;140.0;iii;258.0;ee;1400000.0;xxx;;1063
98;iii;www;100.0;iii;0.0;sss;1000000.0;jjj;;1064
136;iii;www;0.0;iii;5000.0;eee;0.0;xxx;t;1065
143;iii;aaa;0.0;rrr;15.0;eee;0.0;xxx;t;1066
114;iii;www;120.0;iii;567.0;ee;1200000.0;xxx;;1067
164;iii;www;0.0;iii;678.0;sss;0.0;jjj;;1068
163;iii;www;70.0;iii;0.0;yyy;700000.0;xxx;f;1069
119;iii;www;0.0;iii;5000.0;sss;0.0;jjj;;1070
122;iii;www;487.0;iii;500.0;yyy;4870000.0;xxx;;1071
149;iii;www;280.0;iii;0.0;mmm;2800000.0;xxx;f;1072
11;iii;www;120.0;iii;2079.0;yyy;1200000.0;xxx;;1073
60;iii;www;408.0;iii;1000.0;sss;4080000.0;jjj;t;1074
80;iii;www;181.0;iii;1655.0;eee;1810000.0;jjj;t;1075
53;iii;aaa;80.0;rrr;300.0;yyy;800000.0;xxx;;1076
76;iii;www;0.0;iii;790.0;yyy;0.0;jjj;;1077
65;iii;www;399.0;iii;0.0;ee;3990000.0;jjj;t;1078
28;iii;aaa;370.0;rrr;0.0;ee;3700000.0;xxx;;1079
158;iii;www;160.0;iii;0.0;eee;1600000.0;ff;;1080
110;iii;www;220.0;iii;19.0;eee;2200000.0;xxx;;1081
1;uuu;aaa;500.0;rrr;1.0;ooo;5000000.0;ff;;1082
144;iii;www;240.0;iii;768.0;sss;2400000.0;xxx;t;1083
37;iii;www;102.0;iii;639.0;sss;1020000.0;jjj;;1084
103;iii;www;100.0;iii;0.0;zzz;1000000.0;jjj;t;1085
161;iii;www;100.0;iii;0.0;eee;1000000.0;jjj;t;1086
171;iii;www;352.0;iii;690.0;eee;3520000.0;xxx;t;1087
118;iii;www;0.0;iii;0.0;kkk;0.0;ff;t;1088
1;rrr;;;;0.0;;;;;1089
25;uuu;www;80.0;iii;0.0;kkk;800000.0;ff;;1090
101;iii;www;22.0;iii;0.0;ggg;220000.0;bbb;;1091
26;iii;www;200.0;iii;3000.0;eee;2000000.0;xxx;;1092
106;iii;www;0.0;iii;8851.0;hh;0.0;hh;;1093
27;iii;www;239.0;iii;200.0;yyy;2390000.0;xxx;f;1094
134;iii;www;0.0;iii;0.0;fff;0.0;ff;t;1095
168;iii;www;0.0;iii;0.0;eee;0.0;xxx;;1096
16;iii;www;395.0;iii;20.0;zzz;3950000.0;xxx;;1097
71;iii;www;360.0;iii;1332.0;ooo;3600000.0;xxx;;1098
163;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;;1099
31;iii;www;204.0;iii;0.0;ooo;2040000.0;xxx;;1100
107;iii;www;80.0;iii;1349.0;ee;800000.0;xxx;;1101
164;iii;www;280.0;iii;824.0;sss;2800000.0;jjj;;1102
90;iii;www;0.0;iii;0.0;ggg;0.0;ff;;1103
152;iii;www;120.0;iii;300.0;kkk;1200000.0;xxx;;1104
40;iii;www;0.0;iii;7059.0;ee;0.0;xxx;t;1105
164;iii;www;320.0;iii;0.0;kkk;3200000.0;jjj;;1106
60;iii;www;80.0;iii;0.0;mmm;800000.0;xxx;;1107
131;iii;www;21.0;iii;10561.0;sss;210000.0;xxx;;1108
13;iii;www;216.0;iii;0.0;kkk;2160000.0;ff;;1109
164;iii;www;491.0;iii;0.0;eee;4910000.0;jjj;;1110
126;iii;www;168.0;iii;0.0;ee;1680000.0;xxx;t;1111
147;iii;www;0.0;iii;456.0;eee;0.0;xxx;t;1112
130;iii;www;250.0;iii;730.0;fff;2500000.0;xxx;t;1113
124;iii;www;0.0;iii;1000.0;hh;0.0;hh;t;1114
101;iii;www;80.0;iii;278.0;yyy;800000.0;xxx;;1115
68;iii;www;0.0;iii;500.0;ee;0.0;ff;;1116
140;iii;www;515.0;iii;500.0;zzz;5150000.0;jjj;;1117
1;iii;www;0.0;iii;0.0;eee;0.0;ff;;1118
97;iii;www;80.0;iii;50.0;ee;800000.0;jjj;t;1119
158;iii;www;360.0;iii;0.0;ooo;3600000.0;xxx;;1120
158;iii;www;290.0;iii;2279.0;zzz;2900000.0;xxx;t;1121
12;iii;www;200.0;iii;327.0;fff;2000000.0;jjj;t;1122
65;iii;www;120.0;iii;245.0;sss;1200000.0;xxx;;1123
157;iii;www;440.0;iii;6.0;ee;4400000.0;jjj;;1124
113;iii;www;400.0;iii;458.0;ee;4000000.0;jjj;t;1125
154;iii;www;260.0;iii;15108.0;ooo;2600000.0;xxx;t;1126
74;iii;www;;iii;26726.0;sss;;xxx;t;1127
179;iii;www;120.0;iii;0.0;sss;1200000.0;xxx;t;1128
82;iii;www;0.0;iii;221.0;eee;0.0;xxx;;1129
13;iii;www;100.0;iii;3.0;yyy;1000000.0;xxx;;1130
57;iii;www;0.0;iii;4000.0;ggg;0.0;xxx;f;1131
171;iii;www;333.0;iii;892.0;sss;3330000.0;jjj;;1132
154;iii;www;300.0;iii;44.0;ee;3000000.0;xxx;;1133
80;iii;www;88.0;iii;2000.0;ee;880000.0;jjj;t;1134
2;iii;www;164.0;iii;31285.0;ttt;1640000.0;jjj;;1135
176;iii;www;160.0;iii;5860.0;zzz;1600000.0;jjj;f;1136
17;iii;aaa;160.0;rrr;5777.0;eee;1600000.0;xxx;;1137
46;iii;www;225.0;iii;0.0;ooo;2250000.0;xxx;;1138
19;iii;www;400.0;iii;5800.0;yyy;4000000.0;xxx;;1139
145;iii;www;200.0;iii;40.0;sss;2000000.0;ppp;f;1140
129;iii;www;0.0;iii;247.0;lll;0.0;hh;t;1141
164;iii;www;312.0;iii;0.0;eee;3120000.0;xxx;t;1142
99;iii;www;0.0;iii;560.0;sss;0.0;xxx;;1143
34;iii;aaa;180.0;rrr;18027.0;eee;1800000.0;jjj;t;1144
17;iii;aaa;393.0;rrr;0.0;ggg;3930000.0;jjj;;1145
91;iii;www;29.0;iii;837.0;sss;290000.0;jjj;;1146
13;iii;www;260.0;iii;0.0;sss;2600000.0;xxx;f;1147
54;iii;aaa;52.0;rrr;1442.0;yyy;520000.0;xxx;;1148
127;iii;aaa;0.0;rrr;13212.0;ggg;0.0;bbb;;1149
60;iii;www;228.0;iii;0.0;sss;2280000.0;xxx;f;1150
88;iii;www;0.0;iii;0.0;ggg;0.0;xxx;;1151
151;iii;www;0.0;iii;15000.0;eee;0.0;ff;t;1152
147;uuu;www;300.0;iii;0.0;eee;3000000.0;xxx;f;1153
28;iii;aaa;0.0;rrr;0.0;eee;0.0;jjj;f;1154
85;iii;www;30.0;iii;300.0;hh;300000.0;hh;;1155
155;iii;www;0.0;iii;0.0;ee;0.0;jjj;;1156
19;iii;aaa;370.0;rrr;560.0;ee;3700000.0;xxx;;1157
158;iii;www;100.0;iii;960.0;lll;1000000.0;lll;;1158
163;iii;www;0.0;iii;99.0;ee;0.0;xxx;t;1159
155;iii;www;519.0;iii;1704.0;zzz;5190000.0;xxx;;1160
68;iii;www;93.0;iii;0.0;ooo;930000.0;jjj;;1161
1;rrr;;;;0.0;;;;;1162
174;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;1163
69;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;1164
127;iii;www;0.0;iii;134.0;ttt;0.0;ppp;;1165
91;uuu;aaa;40.0;rrr;0.0;eee;400000.0;xxx;;1166
145;uuu;www;0.0;iii;0.0;eee;0.0;lll;;1167
175;iii;www;128.0;iii;0.0;eee;1280000.0;jjj;;1168
51;uuu;www;0.0;iii;0.0;sss;0.0;xxx;;1169
83;iii;aaa;80.0;rrr;500.0;eee;800000.0;xxx;t;1170
155;iii;www;100.0;iii;6.0;sss;1000000.0;xxx;;1171
160;iii;www;440.0;iii;11177.0;ee;4400000.0;xxx;f;1172
127;iii;www;0.0;iii;2283.0;eee;0.0;jjj;;1173
127;iii;www;0.0;iii;2200.0;eee;0.0;xxx;;1174
18;iii;www;220.0;iii;2503.0;sss;2200000.0;xxx;;1175
163;iii;www;0.0;iii;367.0;eee;0.0;ff;;1176
91;iii;www;50.0;iii;1465.0;eee;500000.0;jjj;;1177
171;iii;www;349.0;iii;23.0;eee;3490000.0;ff;f;1178
154;iii;www;80.0;iii;0.0;sss;800000.0;xxx;t;1179
166;iii;www;100.0;iii;0.0;eee;1000000.0;xxx;;1180
114;iii;www;24.0;iii;2028.0;mmm;240000.0;jjj;;1181
95;iii;www;49.0;iii;0.0;sss;490000.0;xxx;t;1182
68;iii;www;0.0;iii;3065.0;eee;0.0;ff;t;1183
98;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;1184
163;iii;www;0.0;iii;0.0;ee;0.0;xxx;t;1185
101;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;1186
57;iii;www;420.0;iii;7.0;zzz;4200000.0;xxx;;1187
47;iii;aaa;240.0;rrr;0.0;eee;2400000.0;jjj;f;1188
2;iii;www;300.0;iii;1430.0;eee;3000000.0;xxx;;1189
79;iii;aaa;164.0;rrr;0.0;zzz;1640000.0;xxx;f;1190
98;iii;www;0.0;iii;0.0;zzz;0.0;xxx;f;1191
34;iii;aaa;70.0;rrr;0.0;zzz;700000.0;jjj;;1192
86;iii;www;120.0;iii;2206.0;yyy;1200000.0;xxx;;1193
168;iii;www;80.0;iii;918.0;ee;800000.0;xxx;t;1194
139;rrr;nnn;450.0;ii;100000.0;hh;4500000.0;qqq;f;1195
30;iii;aaa;211.0;rrr;0.0;ee;2110000.0;xxx;;1196
46;iii;www;274.0;iii;610.0;kkk;2740000.0;ff;t;1197
132;iii;www;0.0;iii;0.0;hh;0.0;hh;f;1198
109;iii;www;300.0;iii;551.0;zzz;3000000.0;jjj;;1199
27;iii;www;60.0;iii;2184.0;eee;600000.0;xxx;;1200
68;iii;www;80.0;iii;2954.0;yyy;800000.0;jjj;t;1201
108;iii;aaa;160.0;rrr;300.0;yyy;1600000.0;xxx;;1202
55;iii;www;92.0;iii;0.0;sss;920000.0;jjj;;1203
12;iii;www;150.0;iii;8.0;yyy;1500000.0;xxx;;1204
58;iii;www;290.0;iii;6.0;yyy;2900000.0;xxx;;1205
177;iii;www;0.0;iii;1260.0;eee;0.0;xxx;t;1206
1;iii;www;0.0;iii;0.0;eee;0.0;xxx;;1207
46;iii;www;117.0;iii;1210.0;eee;1170000.0;ff;t;1208
68;iii;www;145.0;iii;0.0;sss;1450000.0;xxx;;1209
18;iii;www;260.0;iii;200.0;eee;2600000.0;jjj;f;1210
1;rrr;;;;0.0;;;;f;1211
27;iii;www;150.0;iii;1270.0;mmm;1500000.0;xxx;t;1212
81;iii;www;96.0;iii;0.0;ee;960000.0;jjj;;1213
68;iii;www;0.0;iii;11202.0;mmm;0.0;xxx;t;1214
67;iii;www;200.0;iii;300.0;sss;2000000.0;xxx;t;1215
98;iii;www;0.0;iii;0.0;eee;0.0;xxx;;1216
178;iii;www;0.0;iii;1583.0;ee;0.0;xxx;t;1217
60;iii;www;0.0;iii;0.0;ggg;0.0;bbb;t;1218
179;iii;aaa;154.0;rrr;0.0;yyy;1540000.0;jjj;f;1219
75;iii;www;0.0;iii;5000.0;kkk;0.0;ff;t;1220
155;iii;aaa;160.0;rrr;1.0;fff;1600000.0;xxx;t;1221
176;iii;www;396.0;iii;0.0;ooo;3960000.0;xxx;t;1222
13;iii;www;520.0;iii;50000.0;ee;5200000.0;xxx;;1223
48;iii;www;311.0;iii;300.0;ee;3110000.0;jjj;;1224
157;iii;www;380.0;iii;500.0;mmm;3800000.0;xxx;;1225
1;iii;www;0.0;iii;0.0;ee;0.0;xxx;f;1226
154;uuu;nnn;300.0;ii;0.0;ee;3000000.0;hh;f;1227
155;iii;www;0.0;iii;500.0;sss;0.0;jjj;;1228
155;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;f;1229
152;iii;www;181.0;iii;0.0;mmm;1810000.0;jjj;;1230
18;iii;www;100.0;iii;150.0;eee;1000000.0;xxx;;1231
84;iii;www;381.0;iii;168.0;sss;3810000.0;jjj;t;1232
160;iii;aaa;840.0;rrr;59.0;zzz;8400000.0;xxx;t;1233
155;iii;www;80.0;iii;0.0;sss;800000.0;jjj;;1234
173;iii;www;200.0;iii;1391.0;eee;2000000.0;xxx;;1235
148;iii;www;400.0;iii;0.0;kkk;4000000.0;jjj;;1236
172;iii;aaa;80.0;rrr;400.0;sss;800000.0;xxx;;1237
33;iii;www;360.0;iii;0.0;zzz;3600000.0;jjj;;1238
31;iii;www;;iii;600.0;eee;;xxx;;1239
116;iii;www;73.0;iii;444.0;eee;730000.0;ff;;1240
5;iii;aaa;431.0;rrr;0.0;fff;4310000.0;xxx;;1241
144;iii;aaa;232.0;rrr;113.0;eee;2320000.0;xxx;f;1242
55;iii;aaa;144.0;rrr;7.0;eee;1440000.0;ff;t;1243
12;iii;www;0.0;iii;0.0;ee;0.0;jjj;t;1244
101;iii;www;0.0;iii;3000.0;zzz;0.0;jjj;;1245
24;iii;www;140.0;iii;2384.0;sss;1400000.0;jjj;t;1246
158;iii;aaa;120.0;rrr;1000.0;yyy;1200000.0;xxx;;1247
19;iii;aaa;455.0;rrr;1236.0;sss;4550000.0;jjj;;1248
106;iii;www;290.0;iii;284.0;yyy;2900000.0;jjj;;1249
61;uuu;www;120.0;iii;0.0;yyy;1200000.0;xxx;;1250
115;iii;www;156.0;iii;0.0;ee;1560000.0;xxx;;1251
171;iii;www;312.0;iii;150.0;eee;3120000.0;jjj;t;1252
93;iii;www;520.0;iii;196.0;zzz;5200000.0;xxx;t;1253
12;iii;aaa;260.0;rrr;1065.0;yyy;2600000.0;xxx;;1254
43;iii;www;320.0;iii;0.0;ee;3200000.0;jjj;t;1255
123;iii;www;0.0;iii;1400.0;hh;0.0;hh;;1256
1;rrr;;;;0.0;;;;;1257
12;iii;www;0.0;iii;582.0;sss;0.0;xxx;;1258
101;iii;www;121.0;iii;0.0;zzz;1210000.0;xxx;;1259
147;iii;www;280.0;iii;0.0;sss;2800000.0;xxx;;1260
175;iii;www;303.0;iii;3290.0;zzz;3030000.0;xxx;t;1261
120;iii;www;0.0;iii;0.0;mmm;0.0;jjj;;1262
177;iii;www;375.0;iii;51100.0;ggg;3750000.0;ff;t;1263
91;iii;www;0.0;iii;1249.0;kkk;0.0;ff;;1264
179;iii;www;88.0;iii;591.0;ee;880000.0;xxx;;1265
40;uuu;www;280.0;iii;0.0;yyy;2800000.0;xxx;f;1266
112;iii;www;200.0;iii;0.0;ooo;2000000.0;xxx;;1267
138;iii;www;0.0;iii;6700.0;kkk;0.0;ff;;1268
110;uuu;www;110.0;iii;0.0;ooo;1100000.0;xxx;f;1269
147;iii;www;340.0;iii;4071.0;zzz;3400000.0;xxx;;1270
62;iii;www;129.0;iii;3257.0;sss;1290000.0;xxx;t;1271
87;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;1272
148;iii;aaa;380.0;rrr;2732.0;mmm;3800000.0;xxx;;1273
5;iii;www;0.0;iii;5298.0;zzz;0.0;jjj;f;1274
137;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;t;1275
83;iii;www;40.0;iii;28.0;eee;400000.0;xxx;;1276
114;iii;www;140.0;iii;258.0;ee;1400000.0;xxx;;1277
98;iii;www;100.0;iii;0.0;sss;1000000.0;jjj;;1278
136;iii;www;0.0;iii;5000.0;eee;0.0;xxx;t;1279
143;iii;aaa;0.0;rrr;15.0;eee;0.0;xxx;t;1280
114;iii;www;120.0;iii;567.0;ee;1200000.0;xxx;;1281
164;iii;www;0.0;iii;678.0;sss;0.0;jjj;;1282
163;iii;www;70.0;iii;0.0;yyy;700000.0;xxx;f;1283
119;iii;www;0.0;iii;5000.0;sss;0.0;jjj;;1284
122;iii;www;487.0;iii;500.0;yyy;4870000.0;xxx;;1285
149;iii;www;280.0;iii;0.0;mmm;2800000.0;xxx;f;1286
11;iii;www;120.0;iii;2079.0;yyy;1200000.0;xxx;;1287
60;iii;www;408.0;iii;1000.0;sss;4080000.0;jjj;t;1288
80;iii;www;181.0;iii;1655.0;eee;1810000.0;jjj;t;1289
53;iii;aaa;80.0;rrr;300.0;yyy;800000.0;xxx;;1290
76;iii;www;0.0;iii;790.0;yyy;0.0;jjj;;1291
65;iii;www;399.0;iii;0.0;ee;3990000.0;jjj;t;1292
28;iii;aaa;370.0;rrr;0.0;ee;3700000.0;xxx;;1293
158;iii;www;160.0;iii;0.0;eee;1600000.0;ff;;1294
110;iii;www;220.0;iii;19.0;eee;2200000.0;xxx;;1295
1;uuu;aaa;500.0;rrr;1.0;ooo;5000000.0;ff;;1296
144;iii;www;240.0;iii;768.0;sss;2400000.0;xxx;t;1297
37;iii;www;102.0;iii;639.0;sss;1020000.0;jjj;;1298
103;iii;www;100.0;iii;0.0;zzz;1000000.0;jjj;t;1299
161;iii;www;100.0;iii;0.0;eee;1000000.0;jjj;t;1300
171;iii;www;352.0;iii;690.0;eee;3520000.0;xxx;t;1301
118;iii;www;0.0;iii;0.0;kkk;0.0;ff;t;1302
1;rrr;;;;0.0;;;;;1303
25;uuu;www;80.0;iii;0.0;kkk;800000.0;ff;;1304
101;iii;www;22.0;iii;0.0;ggg;220000.0;bbb;;1305
26;iii;www;200.0;iii;3000.0;eee;2000000.0;xxx;;1306
106;iii;www;0.0;iii;8851.0;hh;0.0;hh;;1307
27;iii;www;239.0;iii;200.0;yyy;2390000.0;xxx;f;1308
134;iii;www;0.0;iii;0.0;fff;0.0;ff;t;1309
168;iii;www;0.0;iii;0.0;eee;0.0;xxx;;1310
16;iii;www;395.0;iii;20.0;zzz;3950000.0;xxx;;1311
71;iii;www;360.0;iii;1332.0;ooo;3600000.0;xxx;;1312
163;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;;1313
31;iii;www;204.0;iii;0.0;ooo;2040000.0;xxx;;1314
107;iii;www;80.0;iii;1349.0;ee;800000.0;xxx;;1315
164;iii;www;280.0;iii;824.0;sss;2800000.0;jjj;;1316
90;iii;www;0.0;iii;0.0;ggg;0.0;ff;;1317
152;iii;www;120.0;iii;300.0;kkk;1200000.0;xxx;;1318
40;iii;www;0.0;iii;7059.0;ee;0.0;xxx;t;1319
164;iii;www;320.0;iii;0.0;kkk;3200000.0;jjj;;1320
60;iii;www;80.0;iii;0.0;mmm;800000.0;xxx;;1321
131;iii;www;21.0;iii;10561.0;sss;210000.0;xxx;;1322
13;iii;www;216.0;iii;0.0;kkk;2160000.0;ff;;1323
164;iii;www;491.0;iii;0.0;eee;4910000.0;jjj;;1324
126;iii;www;168.0;iii;0.0;ee;1680000.0;xxx;t;1325
147;iii;www;0.0;iii;456.0;eee;0.0;xxx;t;1326
130;iii;www;250.0;iii;730.0;fff;2500000.0;xxx;t;1327
124;iii;www;0.0;iii;1000.0;hh;0.0;hh;t;1328
101;iii;www;80.0;iii;278.0;yyy;800000.0;xxx;;1329
68;iii;www;0.0;iii;500.0;ee;0.0;ff;;1330
140;iii;www;515.0;iii;500.0;zzz;5150000.0;jjj;;1331
1;iii;www;0.0;iii;0.0;eee;0.0;ff;;1332
97;iii;www;80.0;iii;50.0;ee;800000.0;jjj;t;1333
158;iii;www;360.0;iii;0.0;ooo;3600000.0;xxx;;1334
158;iii;www;290.0;iii;2279.0;zzz;2900000.0;xxx;t;1335
12;iii;www;200.0;iii;327.0;fff;2000000.0;jjj;t;1336
65;iii;www;120.0;iii;245.0;sss;1200000.0;xxx;;1337
157;iii;www;440.0;iii;6.0;ee;4400000.0;jjj;;1338
113;iii;www;400.0;iii;458.0;ee;4000000.0;jjj;t;1339
154;iii;www;260.0;iii;15108.0;ooo;2600000.0;xxx;t;1340
74;iii;www;;iii;26726.0;sss;;xxx;t;1341
179;iii;www;120.0;iii;0.0;sss;1200000.0;xxx;t;1342
82;iii;www;0.0;iii;221.0;eee;0.0;xxx;;1343
13;iii;www;100.0;iii;3.0;yyy;1000000.0;xxx;;1344
57;iii;www;0.0;iii;4000.0;ggg;0.0;xxx;f;1345
171;iii;www;333.0;iii;892.0;sss;3330000.0;jjj;;1346
154;iii;www;300.0;iii;44.0;ee;3000000.0;xxx;;1347
80;iii;www;88.0;iii;2000.0;ee;880000.0;jjj;t;1348
2;iii;www;164.0;iii;31285.0;ttt;1640000.0;jjj;;1349
176;iii;www;160.0;iii;5860.0;zzz;1600000.0;jjj;f;1350
17;iii;aaa;160.0;rrr;5777.0;eee;1600000.0;xxx;;1351
46;iii;www;225.0;iii;0.0;ooo;2250000.0;xxx;;1352
19;iii;www;400.0;iii;5800.0;yyy;4000000.0;xxx;;1353
145;iii;www;200.0;iii;40.0;sss;2000000.0;ppp;f;1354
129;iii;www;0.0;iii;247.0;lll;0.0;hh;t;1355
164;iii;www;312.0;iii;0.0;eee;3120000.0;xxx;t;1356
